Duration,Countdown,color1,color2,correct,screenshot,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_6040.thisRepN,trials_6040.thisTrialN,trials_6040.thisN,trials_6040.thisIndex,trials_5743.thisRepN,trials_5743.thisTrialN,trials_5743.thisN,trials_5743.thisIndex,trials_5446.thisRepN,trials_5446.thisTrialN,trials_5446.thisN,trials_5446.thisIndex,trials_5149.thisRepN,trials_5149.thisTrialN,trials_5149.thisN,trials_5149.thisIndex,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,Videoshowstart,Videoshowstop,VideoshowRT,response_3.keys,response_3.corr,response_3.rt,key_skip_3.keys,total_score,Dot_ratio,current_score,response_4.keys,response_4.corr,response_4.rt,key_skip_4.keys,text_2.started,text_5.started,key_resp.started,text_9.started,key_resp.keys,key_resp.rt,text_10.started,text_10.stopped,participant,Task,Dot Ratio,Deadline,date,expName,psychopyVersion,frameRate,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,0,3,3,0,,,,,,,,1099.4433465000002,1100.3893709,0.9460243999997147,,,,,43,51:49,1,right,1,0.9269989999997961,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,1,0,4,2,,,,,,,,1104.3149561,1104.9893671,0.6744109999999637,,,,,44,51:49,1,left,1,0.6466791000002559,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,1,1,5,3,,,,,,,,1108.9538459,1109.7893911,0.8355452000000696,,,,,45,51:49,1,left,1,0.8077554999999847,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,1,2,6,0,,,,,,,,1113.7603507,1114.7392842,0.9789335000000392,,,,,46,51:49,1,right,1,0.9541921999998522,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,1,3,7,1,,,,,,,,1118.6349725999999,1119.5558707,0.9208981000001586,,,,,44,51:49,-2,left,0,0.894049300000006,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,13,0,13,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.9356657000003,1125.9356657000003,1125.9356657000003,1125.9356657000003,space,2.5091717999998764,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,1126.0137607000001,1126.7391347000002,0.7253740000001017,left,0,0.7009044000001268,None,42,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,0,1,1,3,,,,,,,,,,,,1130.6376056,1131.5226844,0.8850787999999739,left,1,0.8680701999996927,None,43,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,0,2,2,2,,,,,,,,,,,,1135.4330485,1136.4892704,1.056221899999855,right,0,1.0326275999996142,None,41,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,0,3,3,0,,,,,,,,,,,,1140.4046798,1141.0727759000001,0.6680961000001844,right,1,0.6446897000000718,None,42,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,1,0,4,3,,,,,,,,,,,,1145.0015475,1145.7059267,0.7043791999999485,left,1,0.6875598999999966,None,43,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,1,1,5,0,,,,,,,,,,,,1149.5995386,1150.7227272999999,1.1231886999999006,left,0,1.0908847000000605,None,41,54:46,-2,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,1,2,6,2,,,,,,,,,,,,1154.6428455999999,1155.5060781000002,0.863232500000322,left,1,0.8397985999995399,None,42,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,1,3,7,1,,,,,,,,,,,,1159.3953671,1160.1228612,0.7274941000000581,right,1,0.702639299999646,None,43,54:46,1,,,,,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,0,0,0,1,,,,,,,,1164.0608284999998,1164.7392797000002,0.6784512000003815,,,,,41,51:49,-2,left,0,0.661161699999866,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,0,1,1,2,,,,,,,,1168.6925369,1169.5560363,0.8634993999999097,,,,,42,51:49,1,left,1,0.8457090000001699,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,0,2,2,3,,,,,,,,1173.4492931999998,1174.0398381,0.5905449000001681,,,,,40,51:49,-2,right,0,0.5684197000000495,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,0,3,3,0,,,,,,,,1177.9678886000002,1178.8227551999998,0.8548665999996956,,,,,38,51:49,-2,left,0,0.8252575999999863,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,1,0,4,1,,,,,,,,1182.7234595,1183.92267,1.1992104999999356,,,,,36,51:49,-2,left,0,1.1668992999998409,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2.5s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,1,1,5,0,,,,,,,,1187.8520025000003,1189.1559553000002,1.3039527999999336,,,,,34,51:49,-2,left,0,1.2772210999996787,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,1,2,6,3,,,,,,,,1193.0492872999998,1194.0396193000001,0.9903320000003077,,,,,35,51:49,1,left,1,0.9684726999998929,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2.5,Countdown_2.5s.mp4,"[-1.0, 1.0, -1.0]",red,left,Countdown_2.5s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,1,3,7,2,,,,,,,,1197.9655587000002,1199.2557689999999,1.2902102999996714,,,,,36,51:49,1,left,1,1.2686070999998265,None,,,,,,,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
2,Countdown_2s.mp4,red,"[-1.0, 1.0, -1.0]",right,Countdown_2s.jpg,14,0,14,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205.6188236000003,1205.6188236000003,1205.6188236000003,1205.6188236000003,space,1.7460470999994868,,,Tokka,1 - without skip,"54:46, 51:49","2.5s, 2.0s",2023-07-20_14h33.55.870,Rewa's Exp,2023.1.2,59.99692815724245,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.3854733000003,1212.3852401000004,,,,,,,,,
